⑯⑴⒁②⑯⑵	abated
⑾⑭⑥⑪⑬⑩	wrestling
⑾⑬⑶⑯⑪⑵	wriggled
⑾⑬⑶⑪⑬⑩	wriggling
⑾⒂②⑬⑩⑹	writings
⑾⑰⑩④⑯⑪	wrongful
⑨⑭⑪⒄⑬⑦	yellowish
⑨⒀⑪⑵⑯⑵	yielded
⑨⒀⑪⑵⑬⑩	yielding
⑨⒃⑩⑥②⒌	youngster
⑨⒉⑥⑭⑪④	yourself
⑹⑮⑫⑴⒎⑿	zambian
⑹⑭⑪⑯②⑥	zealots
⑹⑭⑴⑾⑯⑹	zebras
⑹⑬⑶⑹⑮⑶	zigzag
⑹⒄⑵⑬⑮③	zodiac
⑹⑰⑫⑴⑬⑹	zombies
